iter	RMSE
126	0.2722726415
127	0.2721092177
128	0.2719552043
129	0.2718584843
130	0.2717500722
131	0.2716679465
132	0.2715751189
133	0.2714508567
134	0.2713298217
135	0.2711809959
136	0.2711332677
137	0.271052101
138	0.2708900154
139	0.2707490233
140	0.2705933398
141	0.2704739946
142	0.2703722238
143	0.2702859647
144	0.2701988196
145	0.2700988146
146	0.2699191262
147	0.269742016
148	0.2696261349
149	0.2695810632
150	0.2694735052
151	0.269339098
152	0.2692829139
153	0.2691164913
154	0.2689508626
155	0.2688701663
156	0.2687129861
157	0.2686418523
158	0.2684933087
159	0.2683994617
160	0.2683308519
161	0.268212084
162	0.2680701736
163	0.2680179759
164	0.2679532728
165	0.2678817457
166	0.2677604295
167	0.2676058624
168	0.2674992674
169	0.2673521003
170	0.2672531212
171	0.2671499003
172	0.2669735479
173	0.2668963898
174	0.2666904073
175	0.2665712033
176	0.2664267777
177	0.2662635392
178	0.2661274781
179	0.2660236621
180	0.2658255163
181	0.265715897
182	0.2655590757
183	0.2654162622
184	0.2652898951
185	0.2651905482
186	0.2650687717
187	0.2649467593
188	0.2648093676
189	0.2646330715
190	0.2645544852
191	0.2644978844
192	0.2643110618
193	0.2642108642
194	0.2640840224
195	0.263939366
196	0.2638660459
197	0.263757422
198	0.2636336622
199	0.2635623992
200	0.2634587859
201	0.2633456491
202	0.2632724091
203	0.2631865603
204	0.263064756
205	0.2630342474
206	0.2630154257
207	0.2629108151
208	0.262779589
209	0.2627192573
210	0.2626446139
211	0.262566849
212	0.262492635
213	0.2623474074
214	0.262256767
215	0.2621131253
216	0.2620221077
217	0.2619340126
218	0.2618586685
219	0.2617390318
220	0.2616896765
221	0.2616262315
222	0.2614521263
223	0.2614038787
224	0.2613057886
225	0.2612277396
226	0.2610873661
227	0.2609824773
228	0.2608160824
229	0.2607163796
230	0.2605590541
231	0.2604854712
232	0.2603714286
233	0.2602895207
234	0.2601870345
235	0.2600582461
236	0.2599535706
237	0.2598404198
238	0.2597624965
239	0.2596370634
240	0.2595877769
241	0.2595785772
242	0.2595006481
243	0.2594233402
244	0.2593531641
245	0.2592365712
246	0.2592100426
247	0.2591198624
248	0.2590339068
249	0.2589161743
250	0.2588301163
251	0.2587531752
252	0.2586745689
253	0.2585279826
254	0.2583955784
255	0.2582990497
256	0.2582455761
257	0.2581720682
258	0.2581590493
259	0.2580770751
260	0.2579831693
261	0.2578494821
262	0.2576948125
263	0.2576042982
264	0.2575740085
265	0.2574389278
266	0.2573589496
267	0.2572622933
268	0.2572322151
269	0.2571272865
270	0.2570297568
271	0.2569552274
272	0.2568570496
273	0.2567833976
274	0.2566396533
275	0.2565661012
276	0.2565167789
277	0.2564224106
278	0.256330342
279	0.2562879041
280	0.2561768236
281	0.2560504112
282	0.2559764501
283	0.2559238123
284	0.2557917491
285	0.2557146358
286	0.2555926815
287	0.2554792543
288	0.2553930106
289	0.255355168
290	0.2552645863
291	0.2551805622
292	0.2550670078
293	0.2549813092
294	0.2548238197
295	0.2547886026
296	0.2546495394
297	0.2545729406
298	0.2545445195
299	0.2544848456
300	0.2543829771
301	0.2542494181
302	0.2541383365
303	0.2540381433
304	0.2539815848
305	0.2539647874
306	0.2538987166
307	0.2537845913
308	0.2537116349
309	0.2536371753
310	0.2535566395
311	0.2534749956
312	0.2534319104
313	0.2532715429
314	0.2531944807
315	0.2531326146
316	0.2530444383
317	0.2528946676
318	0.2528633626
319	0.2528404151
320	0.252756903
321	0.2526975763
322	0.2526167013
323	0.2525246888
324	0.2524890275
325	0.2524079188
326	0.2522792551
327	0.2521921835
328	0.2521035309
329	0.2520306792
330	0.2519418933
331	0.2519258124
332	0.2517994204
333	0.2517020463
334	0.2515713944
335	0.2515178558
336	0.2514005691
337	0.2513198011
338	0.2512455382
339	0.2511246505
340	0.2510631807
341	0.250964417
342	0.2509195707
343	0.2508412639
344	0.250782221
345	0.2506931825
346	0.2505583294
347	0.2504396267
348	0.2503774842
349	0.2503210239
350	0.2502204388
351	0.2501329395
352	0.2500860223
353	0.2500247482
354	0.2499387357
355	0.2498540577
356	0.2498242114
357	0.2498066261
358	0.2497586967
359	0.2496830915
360	0.2495863642
361	0.2495145068
362	0.249438551
363	0.2493920273
364	0.2492818307
365	0.2492246359
366	0.2490985339
367	0.2489589582
368	0.2489351065
369	0.2489226867
370	0.2488428995
371	0.2487611282
372	0.2486499204
373	0.248543227
374	0.2484257642
375	0.2483746195
376	0.2482743606
377	0.248173167
378	0.2481293677
379	0.2480215703
380	0.2479180755
381	0.2478900459
382	0.247856909
383	0.2477600584
384	0.2476537433
385	0.2475551037
386	0.2474749054
387	0.2474404458
388	0.2473824264
389	0.2472560262
390	0.2472081235
391	0.2471250529
392	0.2470422022
393	0.2469460166
394	0.2468877566
395	0.2468580824
396	0.2467594388
397	0.2467007145
398	0.2465486566
399	0.2464634719
400	0.2463977526
401	0.2462924019
402	0.246213523
403	0.2462022367
404	0.2461164804
405	0.2460745848
406	0.2460242482
407	0.2459703152
408	0.2458970102
409	0.2458402993
410	0.2457746637
411	0.2457416274
412	0.2456727718
413	0.2455857093
414	0.2455279563
415	0.2455126595
416	0.2454913648
417	0.2454112365
418	0.2453083551
419	0.245280013
420	0.2452336943
421	0.245165691
422	0.2451050667
423	0.2450166142
424	0.2449757639
425	0.2449351336
426	0.2448340098
427	0.2447744699
428	0.2446725158
429	0.2445906514
430	0.2445720145
431	0.2444986719
432	0.244444143
433	0.244399012
434	0.2443509686
435	0.2443087806
436	0.2441941969
437	0.2441175399
438	0.2440562567
439	0.2439564947
440	0.2438985961
441	0.2438221431
442	0.2437920375
443	0.2437161573
444	0.2436156374
445	0.2435641633
446	0.2434957772
447	0.2434056237
448	0.2433252507
449	0.2432574538
450	0.2431887649
451	0.2430890048
452	0.243040368
453	0.2429967223
454	0.2428953841
455	0.2427807926
456	0.2427613852
457	0.2426317821
458	0.2425414286
459	0.2424622178
460	0.2423865126
461	0.2423088628
462	0.2422414692
463	0.2421858271
464	0.2420834334
465	0.2420507089
466	0.2419907495
467	0.241906379
468	0.2417978176
469	0.2417664223
470	0.241675239
471	0.2416571708
472	0.2415913965
473	0.2414966178
474	0.2414564425
475	0.24136238
476	0.2412751794
477	0.2411903981
478	0.2411735305
479	0.241113211
480	0.241062916
481	0.2410163636
482	0.2409283628
483	0.2408410346
484	0.240757131
485	0.2407183773
486	0.2406139993
487	0.2405695871
488	0.2405557249
489	0.2404841438
490	0.2404092558
491	0.2403698709
492	0.2402839803
493	0.2402165552
494	0.2401437866
495	0.2400717015
496	0.2399792358
497	0.2399653984
498	0.2398425694
499	0.2397686019
500	0.2396965196
501	0.2396548477
502	0.2396058126
503	0.2395441976
504	0.2394882286
505	0.2394239447
506	0.2394074239
507	0.2393536874
508	0.2393327593
509	0.2393036174
510	0.239250399
511	0.2391624997
512	0.23907861
513	0.2390287617
514	0.2389517663
515	0.238897246
516	0.2388755099
517	0.2388238949
518	0.238737994
519	0.2386630396
520	0.2385923835
521	0.2385072254
522	0.2384301873
523	0.2382873161
524	0.2381825458
525	0.2381340733
526	0.2380739494
527	0.2379874696
528	0.237886822
529	0.2378012877
530	0.2377533038
531	0.2376892938
532	0.2376447732
533	0.2375917439
534	0.237541882
535	0.2374906844
536	0.2373880479
537	0.2372996094
538	0.2372263927
539	0.2371693167
540	0.2371374842
541	0.2370720775
542	0.2370217354
543	0.2369826323
544	0.2369242853
545	0.2368434746
546	0.2367782734
547	0.2367203917
548	0.2366200132
549	0.2365609691
550	0.2365266432
551	0.2364646438
552	0.2363841154
553	0.2363335829
554	0.2363007745
555	0.2362279951
556	0.2361762709
557	0.2360836662
558	0.2360527078
559	0.2359509444
560	0.2358904307
561	0.2358173907
562	0.2357401819
563	0.2356321368
564	0.2355681902
565	0.2355366807
566	0.235417032
567	0.2353744339
568	0.2353200683
569	0.2352545531
570	0.2351826647
571	0.2351241866
572	0.2350498377
573	0.2349992267
574	0.2349572571
575	0.2348693005
576	0.2348256423
577	0.234761283
578	0.2346640659
579	0.2346328658
580	0.2345708169
581	0.234493561
582	0.2344559549
583	0.2344125352
584	0.2343343348
585	0.2342571769
586	0.2342444464
587	0.2342089617
588	0.234170031
589	0.2340775603
590	0.2339832
591	0.2339209966
592	0.2337747308
593	0.233673425
594	0.2336122621
595	0.2335768311
596	0.2334593786
597	0.2333639709
598	0.2333134387
599	0.2332658533
600	0.2332062391
601	0.2331498984
602	0.2330944932
603	0.2330471911
604	0.2329914056
605	0.2328884025
606	0.2328606259
607	0.2327696943
608	0.2327181457
609	0.232685009
610	0.2325844722
611	0.232489193
612	0.2324121545
613	0.2323846327
614	0.2322873225
615	0.2322195702
616	0.232199055
617	0.2321050552
618	0.2320606418
619	0.2319639187
620	0.2319142412
621	0.2318830014
622	0.2318206358
623	0.2317902993
624	0.2317374009
625	0.2316589441
626	0.2315888477
627	0.2315701912
628	0.2314995499
629	0.2314815999
630	0.2314533129
631	0.231400124
632	0.2313294386
633	0.231243246
634	0.2311746989
635	0.2311123081
636	0.2310075712
637	0.230956818
638	0.2308857393
639	0.2308318252
640	0.2307963483
641	0.230750336
642	0.23068252
643	0.2306279691
644	0.230575015
645	0.2305421306
646	0.2304457082
647	0.2304142925
648	0.2303841335
649	0.2303307445
650	0.2302621571
651	0.2301978414
652	0.2301335232
653	0.2300954628
654	0.230033442
655	0.2299948446
656	0.2299621742
657	0.229894875
658	0.2298229485
659	0.2297701686
660	0.2297600662
661	0.2297023284
662	0.2296709601
663	0.2296295245
664	0.2295537863
665	0.2295352187
666	0.2294767062
667	0.2294428565
668	0.2294174077
669	0.2293547149
670	0.2292890833
671	0.2292777339
672	0.2292330434
673	0.2291742523
674	0.2291271261
675	0.2290387351
676	0.2290030697
677	0.2289743705
678	0.2289324587
679	0.228891618
680	0.2288687939
681	0.2288534057
682	0.2288017059
683	0.2287793973
684	0.2287182747
685	0.2286761542
686	0.2286241425
687	0.228598741
688	0.2285792316
689	0.2285618968
690	0.2284910581
691	0.2284625996
692	0.2284300581
693	0.228387547
694	0.2283016327
695	0.2282651829
696	0.2282114648
697	0.2281458395
698	0.2280994923
699	0.228057706
700	0.2280435
701	0.2280193287
702	0.2279222042
703	0.2278431015
704	0.2277616433
705	0.2276762738
706	0.2276617283
707	0.2276516204
708	0.2276166107
709	0.2275053346
710	0.2274588425
711	0.2274231855
712	0.2273886722
713	0.2273400199
714	0.2272993929
715	0.2272638575
716	0.2272493979
717	0.2271836763
718	0.2271281741
719	0.227071247
720	0.227018349
721	0.2269902757
722	0.2269420583
723	0.2269004095
724	0.2268847803
725	0.2267942589
726	0.2267759306
727	0.2266981078
728	0.2266647894
729	0.2265614333
730	0.2264985418
731	0.2264347775
732	0.2263970432
733	0.226368222
734	0.2262803053
735	0.2262265686
736	0.2261644915
737	0.2260852769
738	0.2260454147
739	0.2260270773
740	0.2259537291
741	0.2258318107
742	0.2257884867
743	0.2257502014
744	0.2256797323
745	0.2256657478
746	0.2256379944
747	0.2255743485
748	0.2255186673
749	0.2254495063
750	0.2254346963
751	0.2253478731
752	0.2253212463
753	0.2252630383
754	0.2252118393
755	0.2251716952
756	0.2251182093
757	0.2250534502
758	0.2249970532
759	0.2248925267
760	0.2248618005
761	0.2248473188
762	0.224806879
763	0.2247489107
764	0.2247335513
765	0.2246655992
766	0.2245614469
767	0.2245367206
768	0.224478923
769	0.2244204173
770	0.2244022119
771	0.2243666208
772	0.2242920249
773	0.2242675956
774	0.2242324485
775	0.2242159704
776	0.2241740398
777	0.2240939631
778	0.2240382441
779	0.2239836252
780	0.2238900553
781	0.2238370219
782	0.2237799305
783	0.223727637
784	0.2236626041
785	0.2235731189
786	0.2234886028
787	0.2234715166
788	0.2233932321
789	0.223370352
790	0.2233093285
791	0.2232593948
792	0.2232336559
793	0.223206207
794	0.2231587809
795	0.223116878
796	0.2230546914
797	0.2230457888
798	0.2230067403
799	0.2229907693
800	0.2229274475
801	0.2228691778
802	0.2228122437
803	0.2227305992
804	0.2226848995
805	0.2226454905
806	0.2226403019
807	0.2225934341
808	0.2225895615
809	0.2225799197
810	0.2225096875
811	0.2224547815
812	0.2224130827
813	0.2223929931
814	0.2223676687
815	0.2223080399
816	0.2222724593
817	0.2222138404
818	0.2221745377
819	0.2221121668
820	0.2220645739
821	0.2220364569
822	0.2219820041
823	0.22191771
824	0.2219059368
825	0.2218239026
826	0.221771984
827	0.2217259138
828	0.221675652
829	0.2216024322
830	0.2215464252
831	0.2215323611
832	0.2214708837
833	0.221394992
834	0.221372573
835	0.221345292
836	0.221275397
837	0.2212403105
838	0.2212009309
839	0.2211652518
840	0.2211252657
841	0.2211079006
842	0.2210498065
843	0.221017587
844	0.2209739123
845	0.2209195093
846	0.2208959269
847	0.2208745789
848	0.220802378
849	0.2207456342
850	0.2207064954
851	0.2206366901
852	0.2206178948
853	0.2205568981
854	0.220519705
855	0.2204653697
856	0.2204099175
857	0.220384579
858	0.2203443816
859	0.220262746
860	0.2202207313
861	0.2201759524
862	0.220122624
863	0.2200890495
864	0.2200793859
865	0.2200023294
866	0.2199525306
867	0.2198892477
868	0.2198194873
869	0.2198109552
870	0.2197699256
871	0.2197422753
872	0.219655352
873	0.2196121065
874	0.2195509469
875	0.2195270965
876	0.219486933
877	0.2194376216
878	0.2193718094
879	0.219335645
880	0.2192931719
881	0.2192202098
882	0.2191798886
883	0.2191199239
884	0.2190549083
885	0.218979795
886	0.2189494847
887	0.2189140583
888	0.2189034905
889	0.2188896425
890	0.2188028112
891	0.2187790841
892	0.2187453216
893	0.21867445
894	0.2186399126
895	0.2186029126
896	0.2185173427
897	0.2184521831
898	0.2184036209
899	0.2183865325
900	0.2183155136
901	0.2182687366
902	0.2182003799
903	0.2181357415
904	0.2180811419
905	0.2180605755
906	0.2180180905
907	0.2179668569
908	0.2179465651
909	0.2179143084
910	0.2178398584
911	0.2177253642
912	0.2176883122
913	0.2176438879
914	0.2175863594
915	0.2175409942
916	0.2175181982
917	0.2174934536
918	0.2174160021
919	0.2173918185
920	0.21733485
921	0.217294568
922	0.2172502874
923	0.2172062457
924	0.2171664763
925	0.2170699925
926	0.2170209086
927	0.2169704362
928	0.2169382425
929	0.2169108882
930	0.2167810962
931	0.2167421848
932	0.2167097648
933	0.2166635282
934	0.2166164997
935	0.2165933037
936	0.2165499624
937	0.2164713161
938	0.2163853198
939	0.2163383812
940	0.216284742
941	0.2162206451
942	0.2162075312
943	0.2161179223
944	0.2160554253
945	0.2160082283
946	0.2159929654
947	0.2159520525
948	0.2158672614
949	0.2158160709
950	0.2157719695
951	0.2157380664
952	0.2157035601
953	0.2156407945
954	0.2156036336
955	0.2155340019
956	0.2154787775
957	0.2154612028
958	0.2154374329
959	0.2153942511
960	0.2153812098
961	0.2153430531
962	0.2152849489
963	0.2152670508
964	0.2152067363
965	0.2151763546
966	0.2151061241
967	0.2150811849
968	0.2150164126
969	0.2149788248
970	0.2149520335
971	0.2149178838
972	0.2148366121
973	0.2147843112
974	0.2147438893
975	0.2146879848
976	0.2146596473
977	0.2145867459
978	0.2145142572
979	0.2144812316
980	0.2144401168
981	0.2144041094
982	0.2143952083
983	0.2143284438
984	0.2142960497
985	0.214268321
986	0.2142191479
987	0.2141848211
988	0.2141080898
989	0.2140811359
990	0.2140397758
991	0.2140105199
992	0.2139692245
993	0.2139550695
994	0.2139133386
995	0.2138651404
996	0.2138232162
997	0.2137819063
998	0.2137556567
999	0.2137172424
